Date,County,daily.death.count,population.2018,patients.hospitalized,patients.on.ventilators,airborn.isolation.beds,adult.ICU.beds,new.cases,month,region
2020-10-01,Lycoming,0,113664,5,0,35.3,3.6,5,10,northcentral
2020-10-02,Lycoming,2,113664,6,0,29.4,8.9,6,10,northcentral
2020-10-03,Lycoming,0,113664,6,0,23.5,12.5,17,10,northcentral
2020-10-04,Lycoming,0,113664,6,0,29.4,14.3,5,10,northcentral
2020-10-05,Lycoming,0,113664,5,0,26.7,10.7,2,10,northcentral
2020-10-06,Lycoming,0,113664,4,0,20,8.9,21,10,northcentral
2020-10-07,Lycoming,0,113664,4,0,20,17.9,23,10,northcentral
2020-10-08,Lycoming,0,113664,4,1,26.7,10.7,15,10,northcentral
2020-10-09,Lycoming,0,113664,5,2,20,8.9,12,10,northcentral
2020-10-10,Lycoming,1,113664,5,2,26.7,12.5,11,10,northcentral
2020-10-11,Lycoming,0,113664,6,2,40,21.4,3,10,northcentral
2020-10-12,Lycoming,0,113664,8,1,26.7,12.5,6,10,northcentral
2020-10-13,Lycoming,0,113664,6,1,26.7,8.9,8,10,northcentral
2020-10-14,Lycoming,0,113664,6,1,20,5.4,14,10,northcentral
2020-10-15,Lycoming,0,113664,8,1,26.7,3.6,8,10,northcentral
2020-10-16,Lycoming,0,113664,8,1,33.3,10.9,6,10,northcentral
2020-10-17,Lycoming,0,113664,11,1,26.7,14.3,9,10,northcentral
2020-10-18,Lycoming,1,113664,10,1,26.7,16.1,4,10,northcentral
2020-10-19,Lycoming,0,113664,8,1,26.7,8.9,4,10,northcentral
2020-10-20,Lycoming,0,113664,7,0,20,5.4,9,10,northcentral
2020-10-21,Lycoming,1,113664,9,0,31.2,7.1,8,10,northcentral
2020-10-22,Lycoming,0,113664,11,0,50,14.3,4,10,northcentral
2020-10-23,Lycoming,0,113664,13,0,31.2,8.9,14,10,northcentral
2020-10-24,Lycoming,0,113664,13,0,37.5,17.9,15,10,northcentral
2020-10-25,Lycoming,0,113664,13,0,37.5,17.9,7,10,northcentral
2020-10-26,Lycoming,0,113664,12,0,31.2,8.9,9,10,northcentral
2020-10-27,Lycoming,0,113664,13,0,31.2,3.6,9,10,northcentral
2020-10-28,Lycoming,0,113664,13,0,31.2,7.1,12,10,northcentral
2020-10-29,Lycoming,0,113664,13,0,31.2,10.7,14,10,northcentral
2020-10-30,Lycoming,0,113664,8,0,37.5,21.8,7,10,northcentral
2020-10-31,Lycoming,0,113664,4,0,37.5,21.4,5,10,northcentral
2020-11-01,Lycoming,0,113664,8,1,43.8,10.7,9,11,northcentral
2020-11-02,Lycoming,0,113664,10,1,37.5,7.1,8,11,northcentral
2020-11-03,Lycoming,0,113664,11,1,25,8.9,10,11,northcentral
2020-11-04,Lycoming,0,113664,11,1,25,10.7,9,11,northcentral
2020-11-05,Lycoming,0,113664,10,1,25,7.1,24,11,northcentral
2020-11-06,Lycoming,0,113664,10,1,25,8.9,18,11,northcentral
2020-11-07,Lycoming,0,113664,15,0,31.2,10.7,16,11,northcentral
2020-11-08,Lycoming,0,113664,17,3,31.2,16.1,18,11,northcentral
2020-11-09,Lycoming,0,113664,19,2,31.2,10.9,13,11,northcentral
2020-11-10,Lycoming,0,113664,20,2,25,5.4,42,11,northcentral
2020-11-11,Lycoming,0,113664,20,2,43.8,17.9,32,11,northcentral
2020-11-12,Lycoming,2,113664,21,2,43.8,17.9,56,11,northcentral
2020-11-13,Lycoming,0,113664,17,1,37.5,12.5,35,11,northcentral
2020-11-14,Lycoming,0,113664,18,1,25,14.3,39,11,northcentral
2020-11-15,Lycoming,0,113664,17,2,25,16.1,5,11,northcentral
2020-11-16,Lycoming,1,113664,18,2,25,10.7,62,11,northcentral
2020-11-17,Lycoming,0,113664,19,2,25,10.7,60,11,northcentral
2020-11-18,Lycoming,1,113664,17,3,27.8,8.9,69,11,northcentral
2020-11-19,Lycoming,0,113664,19,3,33.3,3.6,48,11,northcentral
2020-11-20,Lycoming,2,113664,21,3,22.2,3.6,78,11,northcentral
2020-11-21,Lycoming,0,113664,30,5,27.8,8.9,63,11,northcentral
2020-11-22,Lycoming,0,113664,32,5,27.8,25,35,11,northcentral
2020-11-23,Lycoming,0,113664,39,6,27.8,17.9,38,11,northcentral
2020-11-24,Lycoming,0,113664,41,8,22.2,3.6,46,11,northcentral
2020-11-25,Lycoming,2,113664,39,8,27.8,12.5,89,11,northcentral
2020-11-26,Lycoming,1,113664,40,8,33.3,5.4,59,11,northcentral
2020-11-27,Lycoming,2,113664,45,7,33.3,12.5,82,11,northcentral
2020-11-28,Lycoming,1,113664,43,10,27.8,12.5,90,11,northcentral
2020-11-29,Lycoming,1,113664,53,10,22.2,3.6,41,11,northcentral
2020-11-30,Lycoming,2,113664,61,8,22.2,10.7,39,11,northcentral
2020-12-01,Lycoming,2,113664,68,8,22.2,0,125,12,northcentral
2020-12-02,Lycoming,1,113664,70,9,22.2,8.9,156,12,northcentral
2020-12-03,Lycoming,5,113664,68,9,22.2,0,113,12,northcentral
2020-12-04,Lycoming,4,113664,75,7,22.2,10.7,155,12,northcentral
2020-12-05,Lycoming,3,113664,74,7,22.2,17.9,113,12,northcentral
2020-12-06,Lycoming,2,113664,70,7,22.2,7.1,63,12,northcentral
2020-12-07,Lycoming,1,113664,72,4,33.3,5.4,72,12,northcentral
2020-12-08,Lycoming,5,113664,72,5,22.2,1.8,77,12,northcentral
2020-12-09,Lycoming,7,113664,88,6,27.8,11.1,251,12,northcentral
2020-12-10,Lycoming,0,113664,82,6,27.8,4.8,170,12,northcentral
2020-12-11,Lycoming,3,113664,82,6,33.3,1.6,120,12,northcentral
2020-12-12,Lycoming,4,113664,84,5,33.3,9.5,169,12,northcentral
2020-12-13,Lycoming,3,113664,95,6,33.3,9.4,142,12,northcentral
2020-12-14,Lycoming,1,113664,86,4,22.2,0,147,12,northcentral
2020-12-15,Lycoming,2,113664,87,4,22.2,6.2,160,12,northcentral
2020-12-16,Lycoming,3,113664,94,7,27.8,0,166,12,northcentral
2020-12-17,Lycoming,0,113664,91,7,33.3,6.2,91,12,northcentral
2020-12-18,Lycoming,0,113664,82,9,22.2,3.1,134,12,northcentral
2020-06-01,Montour,0,18240,14,3,84.1,14.7,0,06,northcentral
2020-06-02,Montour,0,18240,12,1,79.2,13.8,0,06,northcentral
2020-06-03,Montour,0,18240,12,1,77.1,13.8,0,06,northcentral
2020-06-04,Montour,0,18240,13,4,71.8,13.8,0,06,northcentral
2020-06-05,Montour,0,18240,10,1,71.8,12.3,0,06,northcentral
2020-06-06,Montour,0,18240,9,0,71.8,14.6,0,06,northcentral
2020-06-07,Montour,0,18240,10,2,71.8,20,0,06,northcentral
2020-06-08,Montour,0,18240,10,2,71.8,19.2,0,06,northcentral
2020-06-09,Montour,0,18240,10,2,84.6,15.4,0,06,northcentral
2020-06-10,Montour,0,18240,11,4,84.6,15.4,1,06,northcentral
2020-06-11,Montour,0,18240,12,1,84.6,12.3,2,06,northcentral
2020-06-12,Montour,0,18240,14,1,71.8,14.7,8,06,northcentral
2020-06-13,Montour,0,18240,14,3,71.8,19.8,0,06,northcentral
2020-06-14,Montour,0,18240,14,3,71.8,19.8,0,06,northcentral
2020-06-15,Montour,0,18240,15,3,66.7,14.7,0,06,northcentral
2020-06-16,Montour,0,18240,15,1,74.4,14.7,2,06,northcentral
2020-06-17,Montour,0,18240,16,2,74.4,15.5,1,06,northcentral
2020-06-18,Montour,0,18240,17,2,74.4,13.7,0,06,northcentral
2020-06-19,Montour,0,18240,16,1,74.4,19.4,1,06,northcentral
2020-06-20,Montour,0,18240,16,3,74.4,16.9,0,06,northcentral
2020-06-21,Montour,1,18240,14,4,69.2,20.2,0,06,northcentral
2020-06-22,Montour,0,18240,10,3,82.1,14.7,0,06,northcentral
2020-06-23,Montour,0,18240,10,3,30.8,12.9,0,06,northcentral
2020-06-24,Montour,0,18240,10,2,79.5,14.7,0,06,northcentral
2020-06-25,Montour,0,18240,12,3,79.5,13.7,1,06,northcentral
2020-06-26,Montour,0,18240,13,2,79.5,8.1,0,06,northcentral
2020-06-27,Montour,0,18240,13,1,79.5,12.1,3,06,northcentral
2020-06-28,Montour,0,18240,13,1,79.5,16.1,1,06,northcentral
2020-06-29,Montour,0,18240,14,2,79.5,14.7,0,06,northcentral
2020-06-30,Montour,0,18240,15,1,79.5,16.9,1,06,northcentral
2020-07-01,Montour,1,18240,13,2,79.5,7.3,1,07,northcentral
2020-07-02,Montour,0,18240,12,1,89.7,16.4,0,07,northcentral
2020-07-03,Montour,0,18240,15,1,89.7,13.7,0,07,northcentral
2020-07-04,Montour,0,18240,12,1,89.7,15.3,0,07,northcentral
2020-07-05,Montour,0,18240,12,1,89.7,21.8,0,07,northcentral
2020-07-06,Montour,0,18240,11,1,73.3,16.4,1,07,northcentral
2020-07-07,Montour,0,18240,14,1,73.3,16.1,0,07,northcentral
2020-07-08,Montour,0,18240,14,1,73.3,17.2,0,07,northcentral
2020-07-09,Montour,0,18240,14,1,73.3,20.2,0,07,northcentral
2020-07-10,Montour,0,18240,13,1,73.3,19.4,0,07,northcentral
2020-07-11,Montour,0,18240,13,1,73.3,17.7,2,07,northcentral
2020-07-12,Montour,0,18240,15,1,73.3,21.8,0,07,northcentral
2020-07-13,Montour,0,18240,16,1,73.3,19,1,07,northcentral
2020-07-14,Montour,0,18240,16,2,73.3,21,1,07,northcentral
2020-07-15,Montour,0,18240,15,0,73.3,17.7,1,07,northcentral
2020-07-16,Montour,0,18240,13,0,73.3,18.5,2,07,northcentral
2020-07-17,Montour,1,18240,7,1,93.3,18.1,0,07,northcentral
2020-07-18,Montour,0,18240,9,1,93.3,28.2,0,07,northcentral
2020-07-19,Montour,0,18240,5,1,93.3,26.6,2,07,northcentral
2020-07-20,Montour,0,18240,5,1,93.3,25.8,0,07,northcentral
2020-07-21,Montour,0,18240,1,0,93.3,18.1,0,07,northcentral
2020-07-22,Montour,0,18240,1,1,93.3,18.1,0,07,northcentral
2020-07-23,Montour,0,18240,1,0,93.3,25,1,07,northcentral
2020-07-24,Montour,0,18240,1,0,93.3,16.4,2,07,northcentral
2020-07-25,Montour,0,18240,1,0,93.3,29,2,07,northcentral
2020-07-26,Montour,0,18240,3,0,93.3,30.6,1,07,northcentral
2020-07-27,Montour,0,18240,2,0,93.3,27.4,0,07,northcentral
2020-07-28,Montour,0,18240,2,0,93.3,16.4,0,07,northcentral
2020-07-29,Montour,0,18240,1,0,93.3,16.4,1,07,northcentral
2020-07-31,Montour,0,18240,1,0,93.3,18.5,0,07,northcentral
2020-08-01,Montour,0,18240,1,1,91.3,22.6,0,08,northcentral
2020-08-02,Montour,0,18240,2,0,91.3,21,0,08,northcentral
2020-08-03,Montour,0,18240,4,0,91.3,16.1,1,08,northcentral
2020-08-04,Montour,0,18240,7,0,91.3,14.5,4,08,northcentral
2020-08-05,Montour,0,18240,9,0,91.3,10.5,1,08,northcentral
2020-08-06,Montour,0,18240,9,0,91.3,12.9,1,08,northcentral
2020-08-07,Montour,0,18240,10,1,91.3,12.1,1,08,northcentral
2020-08-08,Montour,0,18240,9,1,91.3,16.9,1,08,northcentral
2020-08-09,Montour,0,18240,6,1,91.3,15.3,0,08,northcentral
2020-08-10,Montour,0,18240,7,1,91.3,12.1,3,08,northcentral
2020-08-11,Montour,0,18240,6,2,91.3,8.1,0,08,northcentral
2020-08-12,Montour,0,18240,9,2,91.3,12.1,1,08,northcentral
2020-08-13,Montour,0,18240,8,2,91.3,11.3,0,08,northcentral
2020-08-14,Montour,0,18240,10,2,91.3,7.3,4,08,northcentral
2020-08-15,Montour,1,18240,9,2,91.3,11.3,2,08,northcentral
2020-08-16,Montour,0,18240,9,2,91.3,17.7,1,08,northcentral
2020-08-17,Montour,0,18240,13,2,91.3,14.7,3,08,northcentral
2020-08-18,Montour,0,18240,13,2,91.3,14.5,2,08,northcentral
2020-08-19,Montour,0,18240,12,2,91.3,16.9,1,08,northcentral
2020-08-20,Montour,0,18240,10,1,91.3,14.7,4,08,northcentral
2020-08-21,Montour,0,18240,9,1,91.3,14.7,0,08,northcentral
2020-08-22,Montour,1,18240,9,1,91.3,11.3,0,08,northcentral
2020-08-23,Montour,0,18240,8,1,91.3,16.1,0,08,northcentral
2020-08-24,Montour,0,18240,8,1,91.3,16.9,1,08,northcentral
2020-08-25,Montour,0,18240,8,1,91.3,15.5,2,08,northcentral
2020-08-26,Montour,0,18240,8,1,91.3,11.3,0,08,northcentral
2020-08-27,Montour,0,18240,9,1,91.3,15.5,2,08,northcentral
2020-08-28,Montour,0,18240,9,0,91.3,15.5,1,08,northcentral
2020-08-29,Montour,0,18240,11,0,91.3,15.5,2,08,northcentral
2020-08-30,Montour,0,18240,11,0,91.3,16.1,1,08,northcentral
2020-08-31,Montour,0,18240,10,0,91.3,15.5,0,08,northcentral
2020-09-01,Montour,0,18240,10,0,91.3,12.1,5,09,northcentral
2020-09-02,Montour,0,18240,12,0,91.3,12.1,2,09,northcentral
2020-09-03,Montour,0,18240,12,0,91.3,17.7,1,09,northcentral
2020-09-04,Montour,0,18240,8,0,91.3,16.4,2,09,northcentral
2020-09-05,Montour,0,18240,8,0,91.3,13.7,1,09,northcentral
2020-09-06,Montour,0,18240,8,0,91.3,22.6,3,09,northcentral
2020-09-07,Montour,0,18240,3,0,91.3,21,3,09,northcentral
2020-09-08,Montour,0,18240,5,0,91.3,16.4,4,09,northcentral
2020-09-09,Montour,0,18240,6,0,91.3,16.4,1,09,northcentral
2020-09-10,Montour,0,18240,9,0,91.3,16.4,4,09,northcentral
2020-09-11,Montour,0,18240,9,0,91.3,16.4,1,09,northcentral
2020-09-12,Montour,0,18240,7,0,91.3,12.9,1,09,northcentral
2020-09-13,Montour,0,18240,6,0,91.3,18.5,1,09,northcentral
2020-09-14,Montour,0,18240,8,0,91.3,18.1,0,09,northcentral
2020-09-15,Montour,0,18240,8,0,91.3,18.1,2,09,northcentral
2020-09-16,Montour,0,18240,8,0,91.3,19,0,09,northcentral
2020-09-17,Montour,0,18240,9,0,91.3,19,0,09,northcentral
2020-09-18,Montour,0,18240,9,0,91.3,19,0,09,northcentral
2020-09-19,Montour,0,18240,9,0,91.3,10.5,2,09,northcentral
2020-09-20,Montour,0,18240,10,0,91.3,16.1,0,09,northcentral
2020-09-21,Montour,0,18240,10,0,91.3,12.1,1,09,northcentral
2020-09-22,Montour,0,18240,9,0,91.3,10.5,0,09,northcentral
2020-09-23,Montour,0,18240,10,1,91.3,9.7,0,09,northcentral
2020-09-24,Montour,0,18240,13,1,91.3,12.1,3,09,northcentral
2020-09-25,Montour,0,18240,13,1,91.3,9.7,1,09,northcentral
2020-09-26,Montour,0,18240,13,1,91.3,13.7,2,09,northcentral
2020-09-27,Montour,0,18240,13,1,91.3,18.5,0,09,northcentral
2020-09-28,Montour,0,18240,24,1,91.3,16.4,1,09,northcentral
2020-09-29,Montour,0,18240,24,2,91.3,10.5,12,09,northcentral
2020-09-30,Montour,0,18240,24,2,91.3,15.3,8,09,northcentral
2020-10-01,Montour,0,18240,26,2,91.3,13.7,5,10,northcentral
2020-10-02,Montour,0,18240,25,2,91.3,12.9,3,10,northcentral
2020-10-03,Montour,0,18240,27,2,91.3,16.1,0,10,northcentral
2020-10-04,Montour,1,18240,26,2,91.3,16.1,18,10,northcentral
2020-10-05,Montour,0,18240,28,2,91.3,16.1,0,10,northcentral
2020-10-06,Montour,0,18240,29,2,91.3,10.5,1,10,northcentral
2020-10-07,Montour,0,18240,29,2,91.3,11.3,6,10,northcentral
2020-10-08,Montour,0,18240,30,2,91.3,10.5,6,10,northcentral
2020-10-09,Montour,0,18240,31,4,91.3,15.5,8,10,northcentral
2020-10-10,Montour,0,18240,31,4,91.3,8.1,2,10,northcentral
2020-10-11,Montour,0,18240,30,4,91.3,10.5,2,10,northcentral
2020-10-12,Montour,1,18240,30,4,91.3,9.7,2,10,northcentral
2020-10-13,Montour,0,18240,30,4,91.3,7.3,4,10,northcentral
2020-10-14,Montour,1,18240,30,4,91.3,9.7,2,10,northcentral
2020-10-15,Montour,0,18240,28,4,91.3,8.1,7,10,northcentral
2020-10-16,Montour,0,18240,24,4,91.3,12.1,11,10,northcentral
2020-10-17,Montour,0,18240,22,9,91.3,10.5,3,10,northcentral
2020-10-18,Montour,1,18240,22,9,91.3,14.5,3,10,northcentral
2020-10-19,Montour,1,18240,18,9,91.3,15.5,2,10,northcentral
2020-10-20,Montour,1,18240,18,9,91.3,7.3,2,10,northcentral
2020-10-21,Montour,0,18240,18,9,91.3,12.1,1,10,northcentral
2020-10-22,Montour,0,18240,20,9,91.3,14.5,10,10,northcentral
2020-10-23,Montour,1,18240,20,9,91.3,8.9,1,10,northcentral
2020-10-24,Montour,0,18240,20,9,91.3,12.9,3,10,northcentral
2020-10-25,Montour,0,18240,20,9,91.3,13.7,1,10,northcentral
2020-10-26,Montour,0,18240,13,3,91.3,16.1,1,10,northcentral
2020-10-27,Montour,1,18240,13,2,91.3,12.1,0,10,northcentral
2020-10-28,Montour,0,18240,13,2,91.3,19.4,4,10,northcentral
2020-10-29,Montour,0,18240,13,2,91.3,14.5,6,10,northcentral
2020-10-30,Montour,0,18240,19,2,91.3,17.7,2,10,northcentral
2020-10-31,Montour,0,18240,16,4,91.3,21,2,10,northcentral
2020-11-01,Montour,0,18240,17,4,91.3,21,3,11,northcentral
2020-11-02,Montour,0,18240,16,5,91.3,25,0,11,northcentral
2020-11-03,Montour,0,18240,17,6,91.3,21,1,11,northcentral
2020-11-04,Montour,0,18240,19,6,91.3,18.5,2,11,northcentral
2020-11-05,Montour,0,18240,20,7,91.3,20.7,8,11,northcentral
2020-11-06,Montour,0,18240,20,7,91.3,17.7,10,11,northcentral
2020-11-07,Montour,0,18240,20,7,91.3,21.8,2,11,northcentral
2020-11-08,Montour,0,18240,29,7,91.3,19.4,7,11,northcentral
2020-11-09,Montour,0,18240,33,7,91.3,16.9,4,11,northcentral
2020-11-10,Montour,0,18240,33,7,91.3,12.1,5,11,northcentral
2020-11-11,Montour,0,18240,33,7,91.3,15.3,3,11,northcentral
2020-11-12,Montour,1,18240,47,6,91.3,15.3,5,11,northcentral
2020-11-13,Montour,0,18240,48,7,91.3,21.6,6,11,northcentral
2020-11-14,Montour,0,18240,48,7,91.3,17.7,0,11,northcentral
2020-11-15,Montour,0,18240,44,7,91.3,21.6,1,11,northcentral
2020-11-16,Montour,0,18240,51,6,91.3,21.6,11,11,northcentral
2020-11-17,Montour,1,18240,62,11,91.3,23.3,11,11,northcentral
2020-11-18,Montour,0,18240,62,11,91.3,14.5,2,11,northcentral
2020-11-19,Montour,0,18240,68,9,91.3,12.9,6,11,northcentral
2020-11-20,Montour,0,18240,69,13,91.3,8.9,6,11,northcentral
2020-11-21,Montour,0,18240,69,12,91.3,7.3,7,11,northcentral
2020-11-22,Montour,0,18240,74,15,91.3,15.5,2,11,northcentral
2020-11-23,Montour,0,18240,74,15,91.3,8.9,8,11,northcentral
2020-11-24,Montour,0,18240,79,12,91.3,8.9,8,11,northcentral
2020-11-25,Montour,0,18240,82,15,91.3,15.5,11,11,northcentral
2020-11-26,Montour,1,18240,84,15,91.3,13.2,5,11,northcentral
2020-11-27,Montour,0,18240,77,15,91.3,19,7,11,northcentral
2020-11-28,Montour,0,18240,77,15,91.3,10.1,10,11,northcentral
2020-11-29,Montour,0,18240,78,9,91.3,12.4,6,11,northcentral
2020-11-30,Montour,0,18240,89,11,91.3,19,8,11,northcentral
2020-12-01,Montour,0,18240,89,11,91.3,8.5,16,12,northcentral
2020-12-02,Montour,1,18240,99,17,91.3,19,29,12,northcentral
2020-12-03,Montour,0,18240,98,17,91.3,14.7,33,12,northcentral
2020-12-04,Montour,0,18240,100,14,91.3,19,11,12,northcentral
2020-12-05,Montour,0,18240,93,11,91.3,19,18,12,northcentral
2020-12-06,Montour,0,18240,93,11,91.3,20.9,8,12,northcentral
2020-12-07,Montour,1,18240,95,14,91.3,17.1,19,12,northcentral
2020-12-08,Montour,0,18240,106,12,91.3,14,9,12,northcentral
2020-12-09,Montour,0,18240,114,16,91.3,14,35,12,northcentral
2020-12-10,Montour,0,18240,111,13,91.3,10.5,14,12,northcentral
2020-12-11,Montour,0,18240,119,17,91.3,8.9,1,12,northcentral
2020-12-12,Montour,0,18240,116,15,91.3,10.5,25,12,northcentral
2020-12-13,Montour,1,18240,120,21,91.3,8.9,22,12,northcentral
2020-12-14,Montour,0,18240,119,18,91.3,8.9,11,12,northcentral
2020-12-15,Montour,0,18240,120,15,91.3,7.3,12,12,northcentral
2020-12-16,Montour,0,18240,135,24,91.3,8.1,59,12,northcentral
2020-12-17,Montour,0,18240,134,22,91.3,9.7,7,12,northcentral
2020-12-18,Montour,0,18240,135,23,91.3,8.1,25,12,northcentral
2020-06-01,Northumberland,0,91083,0,0,100,71.4,2,06,northcentral
2020-06-02,Northumberland,0,91083,0,0,100,71.4,1,06,northcentral
2020-06-03,Northumberland,0,91083,0,0,100,71.4,2,06,northcentral
2020-06-04,Northumberland,0,91083,0,0,100,71.4,3,06,northcentral
2020-06-05,Northumberland,0,91083,0,0,100,28.6,2,06,northcentral
2020-06-06,Northumberland,0,91083,0,0,100,0,3,06,northcentral
2020-06-07,Northumberland,1,91083,0,0,100,42.9,0,06,northcentral
2020-06-08,Northumberland,0,91083,0,0,100,71.4,2,06,northcentral
2020-06-09,Northumberland,0,91083,0,0,100,28.6,0,06,northcentral
2020-06-10,Northumberland,0,91083,1,0,100,0,4,06,northcentral
2020-06-11,Northumberland,0,91083,1,0,100,0,5,06,northcentral
2020-06-12,Northumberland,0,91083,1,0,92.3,71.4,1,06,northcentral
2020-06-13,Northumberland,0,91083,0,0,100,42.9,3,06,northcentral
2020-06-14,Northumberland,0,91083,0,0,100,42.9,5,06,northcentral
2020-06-15,Northumberland,0,91083,0,0,92.3,71.4,2,06,northcentral
2020-06-16,Northumberland,0,91083,0,0,100,42.9,3,06,northcentral
2020-06-17,Northumberland,1,91083,0,0,100,28.6,18,06,northcentral
2020-06-18,Northumberland,0,91083,0,0,100,0,2,06,northcentral
2020-06-19,Northumberland,1,91083,0,0,100,57.1,2,06,northcentral
2020-06-20,Northumberland,0,91083,0,0,100,71.4,15,06,northcentral
2020-06-21,Northumberland,0,91083,0,0,100,71.4,8,06,northcentral
2020-06-22,Northumberland,1,91083,0,0,92.3,71.4,1,06,northcentral
2020-06-23,Northumberland,0,91083,0,0,100,14.3,1,06,northcentral
2020-06-24,Northumberland,0,91083,0,0,92.3,71.4,3,06,northcentral
2020-06-25,Northumberland,0,91083,0,0,100,14.3,4,06,northcentral
2020-06-26,Northumberland,0,91083,0,0,100,28.6,7,06,northcentral
2020-06-27,Northumberland,0,91083,0,0,100,14.3,3,06,northcentral
2020-06-28,Northumberland,0,91083,0,0,100,14.3,4,06,northcentral
2020-06-29,Northumberland,1,91083,0,0,92.3,71.4,2,06,northcentral
2020-06-30,Northumberland,1,91083,0,0,100,28.6,12,06,northcentral
2020-07-01,Northumberland,1,91083,0,0,100,14.3,2,07,northcentral
2020-07-02,Northumberland,0,91083,0,0,92.3,71.4,4,07,northcentral
2020-07-03,Northumberland,0,91083,0,0,100,28.6,3,07,northcentral
2020-07-04,Northumberland,0,91083,0,0,100,57.1,4,07,northcentral
2020-07-05,Northumberland,0,91083,0,0,100,57.1,0,07,northcentral
2020-07-06,Northumberland,0,91083,0,0,92.3,71.4,1,07,northcentral
2020-07-07,Northumberland,0,91083,0,0,100,14.3,4,07,northcentral
2020-07-08,Northumberland,0,91083,1,0,92.3,71.4,4,07,northcentral
2020-07-09,Northumberland,1,91083,1,0,100,28.6,3,07,northcentral
2020-07-10,Northumberland,0,91083,1,0,100,0,2,07,northcentral
2020-07-11,Northumberland,0,91083,1,0,100,28.6,3,07,northcentral
2020-07-12,Northumberland,0,91083,1,0,100,28.6,4,07,northcentral
2020-07-13,Northumberland,0,91083,1,0,92.3,71.4,0,07,northcentral
2020-07-14,Northumberland,0,91083,1,0,100,57.1,2,07,northcentral
2020-07-15,Northumberland,1,91083,0,0,100,71.4,4,07,northcentral
2020-07-16,Northumberland,0,91083,0,0,100,14.3,7,07,northcentral
2020-07-17,Northumberland,0,91083,0,0,92.3,71.4,2,07,northcentral
2020-07-18,Northumberland,0,91083,0,0,100,28.6,2,07,northcentral
2020-07-19,Northumberland,0,91083,0,0,100,57.1,1,07,northcentral
2020-07-20,Northumberland,0,91083,0,0,100,42.9,1,07,northcentral
2020-07-21,Northumberland,1,91083,0,0,92.3,71.4,3,07,northcentral
2020-07-22,Northumberland,1,91083,0,0,92.3,71.4,3,07,northcentral
2020-07-23,Northumberland,0,91083,0,0,100,14.3,6,07,northcentral
2020-07-24,Northumberland,0,91083,0,0,92.3,71.4,5,07,northcentral
2020-07-25,Northumberland,0,91083,1,0,100,28.6,1,07,northcentral
2020-07-26,Northumberland,0,91083,0,0,100,28.6,2,07,northcentral
2020-07-27,Northumberland,0,91083,0,0,100,28.6,6,07,northcentral
2020-07-28,Northumberland,0,91083,1,0,92.3,71.4,4,07,northcentral
2020-07-29,Northumberland,0,91083,0,0,92.3,71.4,2,07,northcentral
2020-07-31,Northumberland,0,91083,0,0,100,0,0,07,northcentral
2020-08-01,Northumberland,0,91083,0,0,100,28.6,5,08,northcentral
2020-08-02,Northumberland,0,91083,0,0,100,42.9,5,08,northcentral
2020-08-03,Northumberland,0,91083,1,0,100,71.4,7,08,northcentral
2020-08-04,Northumberland,0,91083,1,0,100,42.9,5,08,northcentral
2020-08-05,Northumberland,1,91083,1,0,100,42.9,8,08,northcentral
2020-08-06,Northumberland,0,91083,1,0,100,14.3,25,08,northcentral
2020-08-07,Northumberland,0,91083,1,0,100,28.6,11,08,northcentral
2020-08-08,Northumberland,0,91083,1,0,100,57.1,3,08,northcentral
2020-08-09,Northumberland,1,91083,1,0,100,42.9,10,08,northcentral
2020-08-10,Northumberland,3,91083,0,0,100,28.6,33,08,northcentral
2020-08-11,Northumberland,1,91083,0,0,100,28.6,6,08,northcentral
2020-08-12,Northumberland,1,91083,0,0,100,14.3,10,08,northcentral
2020-08-13,Northumberland,1,91083,0,1,100,28.6,3,08,northcentral
2020-08-14,Northumberland,2,91083,0,0,100,57.1,10,08,northcentral
2020-08-15,Northumberland,1,91083,0,0,100,28.6,30,08,northcentral
2020-08-16,Northumberland,2,91083,0,0,100,28.6,12,08,northcentral
2020-08-17,Northumberland,1,91083,0,0,92.3,71.4,7,08,northcentral
2020-08-18,Northumberland,4,91083,0,0,100,42.9,2,08,northcentral
2020-08-19,Northumberland,1,91083,0,0,100,57.1,3,08,northcentral
2020-08-20,Northumberland,1,91083,0,0,92.3,71.4,8,08,northcentral
2020-08-21,Northumberland,1,91083,5,0,92.3,71.4,21,08,northcentral
2020-08-22,Northumberland,0,91083,5,0,100,14.3,6,08,northcentral
2020-08-23,Northumberland,0,91083,5,0,100,57.1,3,08,northcentral
2020-08-24,Northumberland,2,91083,5,0,100,57.1,5,08,northcentral
2020-08-25,Northumberland,2,91083,5,0,92.3,71.4,2,08,northcentral
2020-08-26,Northumberland,0,91083,5,0,100,42.9,8,08,northcentral
2020-08-27,Northumberland,1,91083,5,0,92.3,71.4,8,08,northcentral
2020-08-28,Northumberland,0,91083,5,0,92.3,71.4,8,08,northcentral
2020-08-29,Northumberland,1,91083,5,0,92.3,71.4,10,08,northcentral
2020-08-30,Northumberland,1,91083,5,0,100,71.4,7,08,northcentral
2020-08-31,Northumberland,1,91083,5,0,92.3,71.4,11,08,northcentral
2020-09-01,Northumberland,0,91083,5,0,100,28.6,12,09,northcentral
2020-09-02,Northumberland,1,91083,5,0,100,28.6,28,09,northcentral
2020-09-03,Northumberland,0,91083,5,0,100,57.1,6,09,northcentral
